election_id,election_year,election_date,chamber,district_id,district_key,target_plan_id,target_plan_reference_vintage,regular_contest,district_total_area_sq_km,district_area_source_id,district_area_crs,district_area_water_treatment,total_population_estimate,total_population_moe,population_source_product_id,population_source_year,population_source_period_start,population_source_period_end,population_source_release_date,population_source_timing,population_moe_status,education_bachelors_plus_estimate,education_bachelors_plus_moe,education_bachelors_plus_share,education_below_high_school_estimate,education_below_high_school_moe,education_below_high_school_share,education_high_school_estimate,education_high_school_moe,education_high_school_share,education_population_25_plus_estimate,education_population_25_plus_moe,education_some_college_associate_estimate,education_some_college_associate_moe,education_some_college_associate_share,employment_armed_forces_estimate,employment_armed_forces_moe,employment_armed_forces_share,employment_employed_estimate,employment_employed_moe,employment_employed_share,employment_not_in_labor_force_estimate,employment_not_in_labor_force_moe,employment_not_in_labor_force_share,employment_population_16_plus_estimate,employment_population_16_plus_moe,employment_unemployed_estimate,employment_unemployed_moe,employment_unemployed_share,poverty_poverty_status_determined_estimate,poverty_poverty_status_determined_moe,poverty_ratio_0_50_0_99_estimate,poverty_ratio_0_50_0_99_moe,poverty_ratio_0_50_0_99_share,poverty_ratio_1_00_1_24_estimate,poverty_ratio_1_00_1_24_moe,poverty_ratio_1_00_1_24_share,poverty_ratio_1_25_1_49_estimate,poverty_ratio_1_25_1_49_moe,poverty_ratio_1_25_1_49_share,poverty_ratio_1_50_1_84_estimate,poverty_ratio_1_50_1_84_moe,poverty_ratio_1_50_1_84_share,poverty_ratio_1_85_1_99_estimate,poverty_ratio_1_85_1_99_moe,poverty_ratio_1_85_1_99_share,poverty_ratio_2_00_plus_estimate,poverty_ratio_2_00_plus_moe,poverty_ratio_2_00_plus_share,poverty_under_0_50_estimate,poverty_under_0_50_moe,poverty_under_0_50_share,employment_to_population_rate,civilian_unemployment_rate,labor_force_participation_rate,poverty_below_poverty_line_estimate,poverty_below_poverty_line_approx_moe,poverty_below_poverty_line_share,poverty_below_200_percent_estimate,poverty_below_200_percent_approx_moe,poverty_below_200_percent_share,socioeconomic_source_product_id,socioeconomic_source_year,socioeconomic_source_period_start,socioeconomic_source_period_end,socioeconomic_source_release_date,socioeconomic_source_timing,socioeconomic_moe_status,statewide_population_estimate,population_statewide_share,chamber_mean_district_population,population_deviation_from_chamber_mean_pct,population_per_total_sq_km,log_population_per_total_sq_km
pa_general_1992,1992,1992-11-03,house,1,pa_house_001,pa_house_1991_final,1991,True,30.85049887,legislative_plan_geometry,EPSG:5070,includes_water,59575.47159,,dec_1990,1990,1990-04-01,1990-04-01,1991-12-31,latest_cutoff_safe_product,not_applicable_decennial_count,3391.57004,,0.09239421359,11313.34794,,0.308201769,15512.91541,,0.4226077018,36707.60222,,6489.768825,,0.1767963156,38.90976339,,0.0008597804551,23908.43213,,0.5282993487,18722.38272,,0.4137043595,45255.46395,,2585.73933,,0.05713651136,57839.09713,,6601.005669,,0.1141270524,2995.083758,,0.05178303096,2589.069089,,0.04476330401,4528.478787,,0.07829442387,1908.631796,,0.03299899014,33595.23851,,0.580839608,5621.589529,,0.09719359063,0.5282993487,0.09759653491,0.5862956405,12222.5952,,0.211320643,24243.85863,,0.419160392,dec_socio_1990_stf3,1990,1989-01-01,1990-04-01,1992-08-27,latest_cutoff_safe_product,not_published_decennial_long_form_sample_estimate,11881643,0.005014076891,58530.26108,1.785760886,1931.102374,7.565846297
pa_general_1992,1992,1992-11-03,house,2,pa_house_002,pa_house_1991_final,1991,True,25.99085601,legislative_plan_geometry,EPSG:5070,includes_water,56880.85339,,dec_1990,1990,1990-04-01,1990-04-01,1991-12-31,latest_cutoff_safe_product,not_applicable_decennial_count,6820.907991,,0.1870211716,8643.708438,,0.2370001884,13970.25246,,0.3830476801,36471.31463,,7036.445745,,0.19293096,84.02233129,,0.001865897484,25508.78379,,0.5664776824,17261.59598,,0.3833310506,45030.51855,,2176.116449,,0.04832536952,54403.8272,,4825.359988,,0.0886952304,2495.966333,,0.04587850638,2400.173212,,0.0441177273,4696.048661,,0.08631835117,1853.287406,,0.0340653866,34374.10825,,0.6318325386,3758.88335,,0.06909225956,0.5664776824,0.07860300849,0.6166689494,8584.243338,,0.15778749,20029.71895,,0.3681674614,dec_socio_1990_stf3,1990,1989-01-01,1990-04-01,1992-08-27,latest_cutoff_safe_product,not_published_decennial_long_form_sample_estimate,11881643,0.004787288542,58530.26108,-2.818042606,2188.494807,7.690969284
pa_general_1992,1992,1992-11-03,house,3,pa_house_003,pa_house_1991_final,1991,True,402.28534,legislative_plan_geometry,EPSG:5070,includes_water,58237.86021,,dec_1990,1990,1990-04-01,1990-04-01,1991-12-31,latest_cutoff_safe_product,not_applicable_decennial_count,8349.313105,,0.217393286,5841.195204,,0.1520887531,15779.90038,,0.410865463,38406.49019,,8436.081508,,0.2196524979,72.98488349,,0.001617167592,29025.05363,,0.6431246287,14704.7352,,0.3258211848,45131.30479,,1328.531071,,0.02943701889,57708.83608,,1901.010783,,0.03294141612,1432.733743,,0.02482693882,1893.255397,,0.03280702793,3412.650912,,0.0591356739,1485.181232,,0.02573576826,46384.18356,,0.8037622436,1199.820448,,0.02079093134,0.6431246287,0.04376850657,0.6741788152,3100.831232,,0.05373234746,11324.65252,,0.1962377564,dec_socio_1990_stf3,1990,1989-01-01,1990-04-01,1992-08-27,latest_cutoff_safe_product,not_published_decennial_long_form_sample_estimate,11881643,0.00490149891,58530.26108,-0.4995721361,144.7675429,4.975129304
pa_general_1992,1992,1992-11-03,house,4,pa_house_004,pa_house_1991_final,1991,True,940.2331357,legislative_plan_geometry,EPSG:5070,includes_water,57606.78892,,dec_1990,1990,1990-04-01,1990-04-01,1991-12-31,latest_cutoff_safe_product,not_applicable_decennial_count,4089.648504,,0.1164289439,8241.010588,,0.234614823,16464.41445,,0.4687283967,35125.70299,,6330.629451,,0.1802278364,43.07855421,,0.0009982574066,25203.42361,,0.5840378061,15984.8614,,0.370416477,43153.75365,,1922.390096,,0.04454745957,55845.88976,,3333.457282,,0.05969028869,2251.265545,,0.0403121081,3003.356356,,0.05377936261,4192.913113,,0.07508006642,1950.593933,,0.0349281557,39070.244,,0.6996082284,2044.059534,,0.03660179008,0.5840378061,0.07086939832,0.629583523,5377.516816,,0.09629207878,16775.64576,,0.3003917716,dec_socio_1990_stf3,1990,1989-01-01,1990-04-01,1992-08-27,latest_cutoff_safe_product,not_published_decennial_long_form_sample_estimate,11881643,0.004848385776,58530.26108,-1.577768748,61.26862236,4.115267842
pa_general_1992,1992,1992-11-03,house,5,pa_house_005,pa_house_1991_final,1991,True,1430.895888,legislative_plan_geometry,EPSG:5070,includes_water,58722.92116,,dec_1990,1990,1990-04-01,1990-04-01,1991-12-31,latest_cutoff_safe_product,not_applicable_decennial_count,6190.091938,,0.1773414477,7299.032522,,0.2091117559,15294.55045,,0.4381772915,34904.93631,,6121.261397,,0.1753695048,45.99826267,,0.001016444011,25399.33116,,0.5612602854,17858.78263,,0.3946334404,45254.1037,,1949.991644,,0.04308983021,54884.13827,,3671.795176,,0.06690084406,2112.080736,,0.03848253435,2708.686719,,0.04935281493,4362.255462,,0.07948116886,2016.934059,,0.03674894281,36571.21745,,0.6663349121,3441.168668,,0.06269878286,0.5612602854,0.07129944893,0.6053665596,7112.963845,,0.1295996269,18312.92082,,0.3336650879,dec_socio_1990_stf3,1990,1989-01-01,1990-04-01,1992-08-27,latest_cutoff_safe_product,not_published_decennial_long_form_sample_estimate,11881643,0.00494232331,58530.26108,0.3291631908,41.03926892,3.714529387
pa_general_1992,1992,1992-11-03,house,6,pa_house_006,pa_house_1991_final,1991,True,1525.203528,legislative_plan_geometry,EPSG:5070,includes_water,57560.65651,,dec_1990,1990,1990-04-01,1990-04-01,1991-12-31,latest_cutoff_safe_product,not_applicable_decennial_count,4416.531349,,0.1242756973,8954.137053,,0.2519582763,16515.64407,,0.464729676,35538.17396,,5651.861485,,0.1590363504,45.01270383,,0.001018985596,23836.34382,,0.5396008003,18097.83337,,0.4096939298,44174.03349,,2194.843585,,0.04968628428,55015.05057,,5491.328296,,0.0998150186,3024.300099,,0.05497223156,3446.107635,,0.06263936139,4708.175392,,0.08557977032,2131.865943,,0.03875059499,32718.0997,,0.5947117991,3495.173505,,0.06353122407,0.5396008003,0.0843159227,0.5903060702,8986.501801,,0.1633462427,22296.95087,,0.4052882009,dec_socio_1990_stf3,1990,1989-01-01,1990-04-01,1992-08-27,latest_cutoff_safe_product,not_published_decennial_long_form_sample_estimate,11881643,0.004844503114,58530.26108,-1.656586783,37.73965603,3.630711426
pa_general_1992,1992,1992-11-03,house,7,pa_house_007,pa_house_1991_final,1991,True,290.3080377,legislative_plan_geometry,EPSG:5070,includes_water,57563.10529,,dec_1990,1990,1990-04-01,1990-04-01,1991-12-31,latest_cutoff_safe_product,not_applicable_decennial_count,5120.698773,,0.1288439554,10018.02651,,0.2520675827,17639.62327,,0.4438376351,39743.41487,,6965.066317,,0.1752508268,43.00090996,,0.0009362746322,22795.26717,,0.4963297382,21110.27581,,0.4596418014,45927.66746,,1979.123575,,0.04309218571,56984.89915,,4591.579131,,0.08057536645,2601.002817,,0.04564372064,2795.405607,,0.04905519969,3947.170135,,0.06926694957,1847.603153,,0.03242268005,37533.79297,,0.6586620935,3668.345335,,0.06437399012,0.4963297382,0.07988586262,0.5403581986,8259.924465,,0.1449493566,19451.10618,,0.3413379065,dec_socio_1990_stf3,1990,1989-01-01,1990-04-01,1992-08-27,latest_cutoff_safe_product,not_published_decennial_long_form_sample_estimate,11881643,0.004844709212,58530.26108,-1.652403001,198.2828507,5.28969455
pa_general_1992,1992,1992-11-03,house,8,pa_house_008,pa_house_1991_final,1991,True,1370.20922,legislative_plan_geometry,EPSG:5070,includes_water,59807.3118,,dec_1990,1990,1990-04-01,1990-04-01,1991-12-31,latest_cutoff_safe_product,not_applicable_decennial_count,4992.248907,,0.1386270764,9631.900574,,0.2674630695,16065.56867,,0.4461161406,36012.0767,,5322.358545,,0.1477937135,28.12773037,,0.0005799768362,23762.96349,,0.4899779756,22886.51425,,0.4719061208,48498.02373,,1820.418263,,0.03753592668,52315.03773,,4347.987169,,0.08311161298,2587.301578,,0.0494561734,2834.172164,,0.05417509547,4701.277036,,0.08986473564,2023.83597,,0.03868554928,32957.26307,,0.6299768574,2863.20075,,0.05472997582,0.4899779756,0.07115627952,0.5280938792,7211.187919,,0.1378415888,19357.77467,,0.3700231426,dec_socio_1990_stf3,1990,1989-01-01,1990-04-01,1992-08-27,latest_cutoff_safe_product,not_published_decennial_long_form_sample_estimate,11881643,0.005033589361,58530.26108,2.181864028,43.64830636,3.776164481
pa_general_1992,1992,1992-11-03,house,9,pa_house_009,pa_house_1991_final,1991,True,409.9285755,legislative_plan_geometry,EPSG:5070,includes_water,57537.42599,,dec_1990,1990,1990-04-01,1990-04-01,1991-12-31,latest_cutoff_safe_product,not_applicable_decennial_count,4611.9194,,0.1159903439,10971.48514,,0.2759342097,17766.32669,,0.446825316,39761.23568,,6411.504439,,0.1612501304,25.77014357,,0.0005613913548,22302.9299,,0.4858596148,21539.45772,,0.4692277061,45904.06203,,2035.904266,,0.04435128779,56794.54127,,4383.140943,,0.07717539126,2610.216466,,0.0459589321,3324.233425,,0.05853086143,4885.743594,,0.08602487995,1949.605885,,0.03432734629,35738.31973,,0.6292562443,3903.281221,,0.06872634472,0.4858596148,0.08364838893,0.5307722939,8286.422164,,0.145901736,21056.22153,,0.3707437557,dec_socio_1990_stf3,1990,1989-01-01,1990-04-01,1992-08-27,latest_cutoff_safe_product,not_published_decennial_long_form_sample_estimate,11881643,0.004842547953,58530.26108,-1.69627655,140.3596369,4.944207963
pa_general_1992,1992,1992-11-03,house,10,pa_house_010,pa_house_1991_final,1991,True,978.8892066,legislative_plan_geometry,EPSG:5070,includes_water,57950.47133,,dec_1990,1990,1990-04-01,1990-04-01,1991-12-31,latest_cutoff_safe_product,not_applicable_decennial_count,4611.375464,,0.1231015448,9342.201863,,0.2493918551,17104.04918,,0.4565958449,37459.93172,,6402.305221,,0.1709107552,64.15050324,,0.001422301853,24053.17874,,0.5332909168,19054.56603,,0.4224650347,45103.29725,,1931.401969,,0.04282174668,55996.96035,,4058.604051,,0.07247900646,2728.822806,,0.0487316238,3244.617621,,0.05794274547,4688.715307,,0.08373160394,1999.898955,,0.03571441989,36602.81562,,0.6536571876,2673.485997,,0.04774341286,0.5332909168,0.07432877178,0.5775349653,6732.090048,,0.1202224193,19394.14474,,0.3463428124,dec_socio_1990_stf3,1990,1989-01-01,1990-04-01,1992-08-27,latest_cutoff_safe_product,not_published_decennial_long_form_sample_estimate,11881643,0.004877311272,58530.26108,-0.9905811764,59.20023527,4.080925516
